customer_id,first_name,last_name,gender,age,city,state,region,customer_segment,signup_date
10285,Nikhil,Reddy,Female,49,New Delhi,Delhi,North,Consumer,1/7/2024
10286,Meera,Singh,Male,49,Chennai,Tamil Nadu,South,Consumer,11/3/2023
10287,Riya,Jain,Female,21,Kolkata,West Bengal,East,Consumer,1/5/2025
10288,Ananya,Reddy,Female,19,Chennai,Tamil Nadu,South,Corporate,1/1/2024
10289,Nikhil,Malhotra,Female,57,New Delhi,Delhi,North,Consumer,3/26/2025
10290,Sneha,Chatterjee,Male,20,Kolkata,West Bengal,East,Small Business,10/15/2024
10291,Neha,Malhotra,Female,33,Bhubaneswar,Odisha,East,Consumer,11/22/2024
10292,Riya,Roy,Female,54,Kolkata,West Bengal,East,Consumer,9/22/2024
10293,Aarav,Reddy,Male,26,Ludhiana,Punjab,North,Consumer,9/23/2025
10294,Aditya,Das,Male,43,Kolkata,West Bengal,East,Consumer,10/4/2023
10295,Amit,Sharma,Male,23,Bhubaneswar,Odisha,East,Consumer,11/26/2025
10296,Kavya,Singh,Male,44,Ludhiana,Punjab,North,Consumer,8/11/2023
10297,Meera,Ghosh,Male,52,Bhopal,Madhya Pradesh,Central,Consumer,5/30/2023
10298,Ananya,Roy,Female,29,Patna,Bihar,East,Consumer,6/11/2025
10299,Rahul,Ghosh,Other,31,Lucknow,Uttar Pradesh,North,Consumer,8/25/2025
10300,Vikram,Patel,Male,43,Ahmedabad,Gujarat,West,Consumer,4/11/2023
10301,Vikram,Nair,Female,55,Lucknow,Uttar Pradesh,North,Consumer,10/9/2024
10302,Arjun,Roy,Female,44,Mumbai,Maharashtra,West,Consumer,7/7/2024
10303,Aditya,Iyer,Female,51,New Delhi,Delhi,North,Consumer,8/26/2023
10304,Meera,Patel,Female,37,New Delhi,Delhi,North,Corporate,7/16/2024
10305,Ananya,Reddy,Female,24,Bhubaneswar,Odisha,East,Consumer,1/10/2025
10306,Sahil,Khan,Female,64,Hyderabad,Telangana,South,Consumer,9/12/2024
10307,Aditya,Ghosh,Male,56,Chennai,Tamil Nadu,South,Small Business,7/15/2024
10308,Vikram,Banerjee,Male,20,Ahmedabad,Gujarat,West,Consumer,8/14/2025
10309,Karan,Mehta,Female,31,Bengaluru,Karnataka,South,Small Business,9/1/2023
10310,Amit,Banerjee,Male,37,Mumbai,Maharashtra,West,Corporate,11/4/2024
10311,Karan,Das,Male,21,Hyderabad,Telangana,South,Corporate,12/8/2023
10312,Aarav,Bose,Male,59,Chennai,Tamil Nadu,South,Small Business,11/17/2025
10313,Priya,Ghosh,Male,26,Mumbai,Maharashtra,West,Consumer,9/29/2023
10314,Sahil,Gupta,Male,27,Chennai,Tamil Nadu,South,Consumer,7/30/2025
10315,Arjun,Das,Female,33,Chennai,Tamil Nadu,South,Consumer,11/13/2024
